respondent_id,segment_id,segment_name,variant_id,variant_name,latent_profile,q_interest,q_price,q_priority,q_setup,q_share,q_switch,q_trust,q_value
pilot_nimbusnotes_q1_agency_founders_v_team_0003,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Borderline,Keeps action items organized,Somewhat easy,Somewhat likely,Maybe with some proof,Mostly comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0004,agency_founders,Small agency founders,v_team,Team monthly,promoter,Not very likely,Borderline,Saves time after meetings,Somewhat easy,Very likely,"No, not enough",Very comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0005,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Very likely,Very acceptable,Helps with client visibility,Somewhat hard,Very likely,Maybe with some proof,Mostly comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0006,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Somewhat likely,Borderline,None of these feels compelling,Very hard,Not at all likely,"No, not enough",Very uncomfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0007,agency_founders,Small agency founders,v_team,Team monthly,promoter,Somewhat likely,Too expensive,Keeps action items organized,Very hard,Somewhat likely,Maybe with some proof,Mostly comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0008,agency_founders,Small agency founders,v_team,Team monthly,promoter,Somewhat likely,Too expensive,None of these feels compelling,Very easy,Very likely,"Yes, likely",Mostly comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0009,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Too expensive,Helps with client visibility,Somewhat hard,Somewhat likely,"No, not enough",Somewhat uncomfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0010,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Too expensive,Helps with client visibility,Somewhat easy,Not very likely,"No, not enough",Very comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0011,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Somewhat likely,Borderline,Helps with client visibility,Somewhat hard,Not very likely,"No, not enough",Somewhat uncomfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0012,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Very likely,Borderline,Keeps action items organized,Somewhat hard,Not very likely,"No, not enough",Very comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0013,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Acceptable,Keeps action items organized,Very hard,Not very likely,Maybe with some proof,Somewhat uncomfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0014,agency_founders,Small agency founders,v_team,Team monthly,promoter,Very likely,Too expensive,Helps with client visibility,Very easy,Somewhat likely,Maybe with some proof,Very comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0015,agency_founders,Small agency founders,v_team,Team monthly,promoter,Not very likely,Acceptable,None of these feels compelling,Somewhat easy,Not at all likely,"No, not enough",Very comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0016,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Somewhat likely,Borderline,Keeps action items organized,Somewhat hard,Not at all likely,"Yes, likely",Very uncomfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0017,agency_founders,Small agency founders,v_team,Team monthly,promoter,Not at all likely,Borderline,Saves time after meetings,Somewhat easy,Very likely,Maybe with some proof,Very comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0018,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Somewhat likely,Acceptable,None of these feels compelling,Somewhat hard,Not very likely,Maybe with some proof,Mostly comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0019,agency_founders,Small agency founders,v_team,Team monthly,promoter,Not at all likely,Borderline,None of these feels compelling,Somewhat hard,Very likely,Maybe with some proof,Mostly comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0020,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Somewhat likely,Acceptable,Helps with client visibility,Somewhat easy,Somewhat likely,Maybe with some proof,Mostly comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0021,agency_founders,Small agency founders,v_team,Team monthly,promoter,Very likely,Acceptable,Keeps action items organized,Somewhat easy,Not at all likely,Maybe with some proof,Mostly comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0022,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Somewhat likely,Very acceptable,Helps with client visibility,Somewhat hard,Not very likely,"No, not enough",Somewhat uncomfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0023,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Very likely,Too expensive,Helps with client visibility,Somewhat hard,Not at all likely,"Yes, likely",Somewhat uncomfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0024,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not at all likely,Too expensive,Saves time after meetings,Very hard,Somewhat likely,"Yes, likely",Very comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0025,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Very likely,Acceptable,Keeps action items organized,Very hard,Very likely,"No, not enough",Mostly comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0026,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Too expensive,Saves time after meetings,Somewhat hard,Not at all likely,Maybe with some proof,Mostly comfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0027,agency_founders,Small agency founders,v_team,Team monthly,promoter,Very likely,Acceptable,Saves time after meetings,Somewhat hard,Not very likely,"No, not enough",Mostly comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0028,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Not at all likely,Too expensive,Helps with client visibility,Very hard,Not at all likely,"No, not enough",Very comfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0029,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Somewhat likely,Acceptable,Keeps action items organized,Somewhat easy,Not very likely,"Yes, likely",Very uncomfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0030,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Somewhat likely,Acceptable,Keeps action items organized,Somewhat hard,Not at all likely,"No, not enough",Mostly comfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0031,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not at all likely,Too expensive,Keeps action items organized,Somewhat easy,Not very likely,"No, not enough",Very uncomfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0032,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Acceptable,Helps with client visibility,Somewhat easy,Somewhat likely,"No, not enough",Mostly comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0033,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Very likely,Borderline,Helps with client visibility,Somewhat hard,Not very likely,"No, not enough",Mostly comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0034,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Not at all likely,Acceptable,Keeps action items organized,Very hard,Not very likely,"No, not enough",Very comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0035,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Borderline,None of these feels compelling,Somewhat easy,Not at all likely,"No, not enough",Very uncomfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0036,agency_founders,Small agency founders,v_team,Team monthly,promoter,Very likely,Borderline,Helps with client visibility,Somewhat easy,Not very likely,Maybe with some proof,Very comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0037,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Somewhat likely,Borderline,None of these feels compelling,Somewhat easy,Very likely,"No, not enough",Very comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0038,agency_founders,Small agency founders,v_team,Team monthly,promoter,Not at all likely,Acceptable,Saves time after meetings,Somewhat hard,Somewhat likely,Maybe with some proof,Very comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0039,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Somewhat likely,Too expensive,Keeps action items organized,Somewhat easy,Somewhat likely,"Yes, likely",Somewhat uncomfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0040,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Not very likely,Borderline,Keeps action items organized,Very hard,Not very likely,"Yes, likely",Very comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0041,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Somewhat likely,Very acceptable,None of these feels compelling,Very hard,Very likely,Maybe with some proof,Very uncomfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0042,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Borderline,Saves time after meetings,Very hard,Somewhat likely,"No, not enough",Very comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0043,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Too expensive,None of these feels compelling,Very hard,Very likely,Maybe with some proof,Very uncomfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0044,agency_founders,Small agency founders,v_team,Team monthly,promoter,Somewhat likely,Very acceptable,Saves time after meetings,Very easy,Somewhat likely,"Yes, likely",Mostly comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0045,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Acceptable,None of these feels compelling,Very easy,Not at all likely,"No, not enough",Very uncomfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0046,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Somewhat likely,Borderline,Saves time after meetings,Somewhat easy,Not very likely,"No, not enough",Very comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0047,agency_founders,Small agency founders,v_team,Team monthly,promoter,Not very likely,Very acceptable,Saves time after meetings,Somewhat hard,Very likely,"Yes, likely",Mostly comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0048,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Not very likely,Too expensive,None of these feels compelling,Somewhat hard,Not at all likely,Maybe with some proof,Very comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0049,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Somewhat likely,Borderline,Helps with client visibility,Somewhat hard,Not at all likely,Maybe with some proof,Mostly comfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0050,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Somewhat likely,Very acceptable,Keeps action items organized,Somewhat hard,Somewhat likely,"No, not enough",Mostly comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0051,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Very likely,Acceptable,Helps with client visibility,Somewhat easy,Somewhat likely,Maybe with some proof,Somewhat uncomfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0052,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Borderline,Helps with client visibility,Somewhat hard,Very likely,Maybe with some proof,Mostly comfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0053,agency_founders,Small agency founders,v_team,Team monthly,promoter,Somewhat likely,Very acceptable,Saves time after meetings,Somewhat easy,Very likely,Maybe with some proof,Very comfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0054,agency_founders,Small agency founders,v_team,Team monthly,promoter,Somewhat likely,Very acceptable,Keeps action items organized,Very easy,Somewhat likely,"Yes, likely",Mostly comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0055,agency_founders,Small agency founders,v_team,Team monthly,promoter,Not at all likely,Very acceptable,None of these feels compelling,Very hard,Somewhat likely,"Yes, likely",Mostly comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0056,agency_founders,Small agency founders,v_team,Team monthly,promoter,Very likely,Acceptable,Keeps action items organized,Very hard,Not at all likely,Maybe with some proof,Very comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0057,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Very likely,Borderline,Helps with client visibility,Somewhat easy,Not very likely,"No, not enough",Mostly comfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0058,agency_founders,Small agency founders,v_team,Team monthly,promoter,Not very likely,Borderline,Saves time after meetings,Very easy,Not very likely,"No, not enough",Very comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0059,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Not very likely,Borderline,Helps with client visibility,Somewhat easy,Not at all likely,Maybe with some proof,Mostly comfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0060,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Very likely,Very acceptable,Keeps action items organized,Somewhat easy,Very likely,"No, not enough",Very uncomfortable,Somewhat valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0061,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Not very likely,Too expensive,Keeps action items organized,Somewhat hard,Not at all likely,"Yes, likely",Very comfortable,Not valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0062,agency_founders,Small agency founders,v_team,Team monthly,promoter,Very likely,Too expensive,Keeps action items organized,Very hard,Somewhat likely,"No, not enough",Very comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0063,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Somewhat likely,Very acceptable,Keeps action items organized,Somewhat hard,Not at all likely,Maybe with some proof,Very comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0064,agency_founders,Small agency founders,v_team,Team monthly,skeptical,Not very likely,Too expensive,Saves time after meetings,Somewhat easy,Not very likely,"No, not enough",Very comfortable,Slightly valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0065,agency_founders,Small agency founders,v_team,Team monthly,promoter,Somewhat likely,Acceptable,Keeps action items organized,Somewhat hard,Somewhat likely,"No, not enough",Very comfortable,Extremely valuable
pilot_nimbusnotes_q1_agency_founders_v_team_0066,agency_founders,Small agency founders,v_team,Team monthly,mainstream,Somewhat likely,Very acceptable,Saves time after meetings,Somewhat hard,Not very likely,"No, not enough",Very comfortable,Not valuable
