respondent_id,segment_id,segment_name,variant_id,variant_name,latent_profile,q35a_low_income_programs,q35b_social_security_age,q35c_education_cuts,q35d_mortgage_deduction,q35f_investment_income_tax,q35g_medicare_high_income,q35h_defense_cuts,q35j_student_loans,q35k_corporate_deductions,q35m_high_income_tax,q35n_scientific_research
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0088,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Approve,Approve,Approve,Approve,Don't know,Approve,Disapprove,Disapprove,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0089,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Approve,Approve,Disapprove,Approve,Don't know,Don't know,Disapprove,Don't know,Disapprove,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0090,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Approve,Disapprove,Approve,Approve,Don't know,Approve,Disapprove,Approve,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0091,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Don't know,Disapprove,Don't know,Don't know,Disapprove,Don't know,Approve,Disapprove,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0092,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0093,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Don't know,Don't know,Disapprove,Disapprove,Approve,Don't know,Approve,Approve,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0094,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Approve,Don't know,Don't know,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0095,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Don't know,Don't know,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Don't know,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0096,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Disapprove,Disapprove,Don't know,Approve,Disapprove,Approve,Don't know,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0097,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0098,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Disapprove,Disapprove,Disapprove,Approve,Don't know,Disapprove,Approve,Disapprove,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0099,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Disapprove,Disapprove,Approve,Don't know,Disapprove,Don't know,Approve,Don't know,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0100,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Don't know,Disapprove,Approve,Approve,Don't know,Don't know,Approve,Disapprove,Don't know,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0101,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Approve,Don't know,Approve,Don't know,Don't know,Disapprove,Disapprove,Approve,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0102,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Disapprove,Don't know,Disapprove,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0103,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Disapprove,Approve,Don't know,Don't know,Don't know,Disapprove,Disapprove,Don't know,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0104,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Don't know,Disapprove,Disapprove,Disapprove,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0105,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Approve,Don't know,Don't know,Don't know,Don't know,Approve,Don't know,Disapprove,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0106,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Don't know,Disapprove,Approve,Approve,Don't know,Approve,Disapprove,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0107,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Don't know,Don't know,Disapprove,Disapprove,Disapprove,Don't know,Disapprove,Disapprove,Don't know,Disapprove,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0108,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Disapprove,Approve,Disapprove,Disapprove,Don't know,Approve,Don't know,Approve,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0109,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Approve,Disapprove,Disapprove,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0110,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Disapprove,Don't know,Disapprove,Don't know,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0111,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Approve,Disapprove,Approve,Disapprove,Don't know,Approve,Disapprove,Approve,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0112,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Approve,Don't know,Approve,Disapprove,Don't know,Approve,Disapprove,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0113,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Don't know,Disapprove,Approve,Don't know,Disapprove,Don't know,Approve,Don't know,Don't know,Don't know,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0114,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Approve,Approve,Disapprove,Disapprove,Approve,Don't know,Approve,Don't know,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0115,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Don't know,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Don't know,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0116,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Don't know,Don't know,Approve,Approve,Approve,Approve,Approve,Don't know,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0117,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Disapprove,Approve,Disapprove,Don't know,Disapprove,Disapprove,Disapprove,Approve,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0118,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Disapprove,Disapprove,Disapprove,Don't know,Disapprove,Disapprove,Approve,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0119,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Approve,Don't know,Approve,Don't know,Disapprove,Approve,Approve,Don't know,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0120,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Don't know,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0121,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Don't know,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0122,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Don't know,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0123,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Don't know,Disapprove,Approve,Approve,Approve,Approve,Don't know,Approve,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0124,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Don't know,Don't know,Disapprove,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0125,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Disapprove,Disapprove,Don't know,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0126,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Disapprove,Don't know,Don't know,Disapprove,Approve,Approve,Don't know,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0127,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Approve,Don't know,Disapprove,Approve,Disapprove,Approve,Don't know,Approve,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0128,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Disapprove,Approve,Approve,Approve,Don't know,Approve,Don't know,Approve,Approve,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0129,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Disapprove,Disapprove,Don't know,Don't know,Disapprove,Don't know,Disapprove,Disapprove,Don't know,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0130,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Disapprove,Don't know,Approve,Disapprove,Don't know,Don't know,Approve,Disapprove,Don't know,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0131,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0132,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Disapprove,Don't know,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0133,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Don't know,Disapprove,Approve,Approve,Don't know,Approve,Approve,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0134,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0135,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0136,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Approve,Disapprove,Approve,Disapprove,Approve,Don't know,Approve,Disapprove,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0137,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Approve,Don't know,Approve,Approve,Don't know,Approve,Disapprove,Disapprove,Don't know,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0138,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Don't know,Don't know,Don't know,Approve,Approve,Disapprove,Disapprove,Disapprove,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0139,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Approve,Approve,Don't know,Disapprove,Disapprove,Approve,Disapprove,Don't know,Don't know,Disapprove,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0140,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Don't know,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Don't know,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0141,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Disapprove,Approve,Don't know,Approve,Disapprove,Approve,Approve,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0142,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Approve,Don't know,Approve,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0143,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Don't know,Don't know,Approve,Disapprove,Don't know,Don't know,Approve,Approve,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0144,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Approve,Approve,Disapprove,Approve,Don't know,Approve,Disapprove,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0145,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0146,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Don't know,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0147,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Don't know,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0148,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Don't know,Don't know,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0149,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Don't know,Approve,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Don't know,Disapprove,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0150,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Approve,Don't know,Disapprove,Approve,Approve,Approve,Approve,Disapprove,Don't know,Disapprove,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0151,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Don't know,Approve,Don't know,Approve,Don't know,Don't know,Disapprove,Approve,Disapprove,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0152,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0153,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Approve,Disapprove,Approve,Disapprove,Don't know,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0154,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Approve,Don't know,Don't know,Don't know,Disapprove,Disapprove,Disapprove,Disapprove,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0155,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Don't know,Disapprove,Approve,Disapprove,Don't know,Approve,Don't know,Approve,Disapprove,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0156,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Don't know,Don't know,Approve,Don't know,Approve,Approve,Disapprove,Disapprove,Don't know,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0157,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Approve,Disapprove,Don't know,Disapprove,Don't know,Approve,Disapprove,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0158,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0159,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Disapprove,Approve,Don't know,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0160,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Don't know,Approve,Disapprove,Disapprove,Disapprove,Don't know,Don't know,Don't know,Don't know,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0161,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Don't know,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Don't know,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0162,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Don't know,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0163,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Don't know,Disapprove,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0164,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Don't know,Disapprove,Approve,Disapprove,Approve,Don't know,Approve,Disapprove,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0165,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Don't know,Approve,Don't know,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0166,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Don't know,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0167,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Disapprove,Approve,Disapprove,Don't know,Disapprove,Don't know,Don't know,Disapprove,Don't know,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0168,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Don't know,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Don't know,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0169,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Approve,Approve,Approve,Approve,Don't know,Approve,Disapprove,Approve,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0170,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Don't know,Approve,Approve,Approve,Disapprove,Approve,Don't know,Disapprove,Disapprove,Don't know,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0171,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Don't know,Disapprove,Don't know,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0172,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Don't know,Approve,Don't know,Approve,Disapprove,Disapprove,Approve,Approve,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0173,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Disapprove,Approve,Don't know,Don't know,Disapprove,Don't know,Approve,Don't know,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0174,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Don't know,Disapprove,Don't know,Disapprove,Disapprove,Disapprove,Approve,Approve,Don't know,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0175,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0176,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Approve,Disapprove,Don't know,Don't know,Approve,Approve,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0177,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Approve,Approve,Approve,Don't know,Approve,Don't know,Disapprove,Don't know,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0178,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Don't know,Approve,Don't know,Approve,Approve,Approve,Disapprove,Approve,Approve,Don't know,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0179,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0180,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Don't know,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0181,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Don't know,Disapprove,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0182,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Don't know,Disapprove,Approve,Approve,Don't know,Approve,Approve,Approve,Disapprove,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0183,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Don't know,Approve,Approve,Disapprove,Disapprove,Approve,Don't know,Don't know,Approve,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0184,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Don't know,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0185,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Disapprove,Don't know,Don't know,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0186,tax_and_invest_moderates,Tax-and-invest moderates,,base,skeptical,Disapprove,Disapprove,Don't know,Approve,Approve,Approve,Disapprove,Approve,Don't know,Approve,Approve
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0187,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Don't know,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Don't know,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0188,tax_and_invest_moderates,Tax-and-invest moderates,,base,mainstream,Disapprove,Don't know,Approve,Approve,Approve,Approve,Don't know,Disapprove,Approve,Approve,Don't know
sample_en_pew_policy_topline_tax_and_invest_moderates___base___0189,tax_and_invest_moderates,Tax-and-invest moderates,,base,promoter,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Don't know,Disapprove,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0000,social_program_defenders,Social program defenders,,base,skeptical,Approve,Disapprove,Approve,Don't know,Don't know,Approve,Disapprove,Disapprove,Disapprove,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0001,social_program_defenders,Social program defenders,,base,promoter,Approve,Don't know,Approve,Approve,Approve,Disapprove,Disapprove,Don't know,Don't know,Disapprove,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0002,social_program_defenders,Social program defenders,,base,mainstream,Disapprove,Don't know,Approve,Disapprove,Disapprove,Approve,Approve,Don't know,Approve,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0003,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Don't know,Disapprove,Disapprove,Approve,Don't know,Approve,Approve,Don't know,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0004,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Don't know,Don't know,Don't know,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0005,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0006,social_program_defenders,Social program defenders,,base,promoter,Approve,Approve,Disapprove,Approve,Approve,Don't know,Don't know,Approve,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0007,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Don't know,Don't know,Approve,Disapprove,Approve,Disapprove,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0008,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Approve,Don't know,Approve,Approve,Approve,Approve,Approve,Disapprove,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0009,social_program_defenders,Social program defenders,,base,promoter,Don't know,Don't know,Approve,Disapprove,Disapprove,Don't know,Approve,Approve,Approve,Disapprove,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0010,social_program_defenders,Social program defenders,,base,mainstream,Disapprove,Don't know,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0011,social_program_defenders,Social program defenders,,base,promoter,Approve,Approve,Disapprove,Approve,Approve,Don't know,Approve,Disapprove,Don't know,Disapprove,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0012,social_program_defenders,Social program defenders,,base,promoter,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0013,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Approve,Approve,Don't know,Don't know,Disapprove,Approve,Approve,Disapprove,Approve,Approve
sample_en_pew_policy_topline_social_program_defenders___base___0014,social_program_defenders,Social program defenders,,base,skeptical,Approve,Approve,Approve,Disapprove,Don't know,Approve,Approve,Approve,Disapprove,Disapprove,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0015,social_program_defenders,Social program defenders,,base,mainstream,Don't know,Approve,Don't know,Disapprove,Disapprove,Don't know,Disapprove,Approve,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0016,social_program_defenders,Social program defenders,,base,promoter,Don't know,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove
sample_en_pew_policy_topline_social_program_defenders___base___0017,social_program_defenders,Social program defenders,,base,skeptical,Disapprove,Don't know,Don't know,Approve,Don't know,Approve,Don't know,Approve,Approve,Approve,Don't know
sample_en_pew_policy_topline_social_program_defenders___base___0018,social_program_defenders,Social program defenders,,base,promoter,Approve,Disapprove,Don't know,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove
