respondent_id,segment_id,segment_name,variant_id,variant_name,latent_profile,q09_democracy_problem,q11_personal_impression,q12_public_impression,q13_unfair_advantage,q14_democratic_expression,q15a_corruption,q15b_effectiveness,q15c_resources
sample_zh_teds2018_se01_local_pragmatists___base___0053,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,好,不好,非常同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0054,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,不好,不好,有點不同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0055,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,不好,沒差,有點同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0056,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,好,沒差,非常同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0057,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,不好,非常不同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0058,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,沒差,沒差,有點同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0059,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,好,非常不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0060,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,沒差,沒差,有點同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0061,local_pragmatists,地方務實型選民,,base,mainstream,新聞政治報導不公正,好,不好,有點同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0062,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,不好,不好,有點同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0063,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,好,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0064,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,沒差,非常不同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0065,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,好,沒差,非常不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0066,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,不好,不好,有點同意,非常同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0067,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,沒差,沒差,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0068,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,不好,非常同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0069,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,沒差,沒差,非常同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0070,local_pragmatists,地方務實型選民,,base,mainstream,新聞政治報導不公正,不好,不好,非常不同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0071,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,好,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0072,local_pragmatists,地方務實型選民,,base,skeptical,宗教團體對政治的影響力太大,不好,沒差,非常同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0073,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,好,好,有點同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0074,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,不好,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0075,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,沒差,不好,有點同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0076,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,好,不好,非常同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0077,local_pragmatists,地方務實型選民,,base,promoter,街頭抗議太多,不好,沒差,有點同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0078,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,好,沒差,非常同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0079,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,好,沒差,有點同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0080,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,沒差,非常不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0081,local_pragmatists,地方務實型選民,,base,mainstream,有太多政二代,沒差,不好,非常不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0082,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,好,非常不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0083,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,沒差,不好,有點同意,非常同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0084,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,沒差,沒差,非常不同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0085,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,不好,好,非常不同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0086,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,沒差,不好,有點同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0087,local_pragmatists,地方務實型選民,,base,mainstream,新聞政治報導不公正,沒差,沒差,非常同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0088,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,不好,不好,非常不同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0089,local_pragmatists,地方務實型選民,,base,mainstream,貪腐問題,不好,沒差,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0090,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,沒差,沒差,有點不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0091,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,好,有點同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0092,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,不好,有點不同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0093,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,沒差,不好,有點不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0094,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,沒差,好,有點同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0095,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,沒差,好,有點不同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0096,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,好,好,有點不同意,非常同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0097,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,不好,有點不同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0098,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,沒差,不好,有點同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0099,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,好,沒差,非常同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0100,local_pragmatists,地方務實型選民,,base,mainstream,貪腐問題,不好,沒差,有點同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0101,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,好,好,非常同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0102,local_pragmatists,地方務實型選民,,base,mainstream,宗教團體對政治的影響力太大,沒差,沒差,非常不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0103,local_pragmatists,地方務實型選民,,base,promoter,街頭抗議太多,不好,沒差,非常同意,非常同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0104,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,好,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0105,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,沒差,沒差,有點同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0106,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,不好,沒差,非常同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0107,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,好,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0108,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,好,沒差,有點不同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0109,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,好,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0110,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,沒差,不好,非常同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0111,local_pragmatists,地方務實型選民,,base,skeptical,街頭抗議太多,好,不好,有點不同意,非常同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0112,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,沒差,好,有點同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0113,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,不好,不好,有點同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0114,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,不好,非常不同意,非常同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0115,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,不好,好,非常不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0116,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,沒差,沒差,非常同意,非常同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0117,local_pragmatists,地方務實型選民,,base,promoter,新聞政治報導不公正,不好,好,非常同意,非常不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0118,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,好,沒差,有點不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0119,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,好,好,非常不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0120,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,沒差,有點不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0121,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,沒差,不好,有點不同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0122,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,沒差,好,非常不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0123,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,不好,非常同意,非常同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0124,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,好,不好,非常同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0125,local_pragmatists,地方務實型選民,,base,promoter,新聞政治報導不公正,好,沒差,非常同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0126,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,不好,不好,有點不同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0127,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,不好,沒差,有點同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0128,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,好,好,有點不同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0129,local_pragmatists,地方務實型選民,,base,skeptical,街頭抗議太多,好,好,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0130,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,不好,有點不同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0131,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,不好,不好,非常同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0132,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,沒差,不好,非常同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0133,local_pragmatists,地方務實型選民,,base,skeptical,新聞政治報導不公正,不好,好,非常不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0134,local_pragmatists,地方務實型選民,,base,promoter,宗教團體對政治的影響力太大,沒差,好,非常同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0135,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,不好,好,有點同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0136,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,好,不好,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0137,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,不好,好,非常同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0138,local_pragmatists,地方務實型選民,,base,promoter,街頭抗議太多,沒差,好,非常同意,非常同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0139,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,好,不好,非常不同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0140,local_pragmatists,地方務實型選民,,base,skeptical,政黨對立太嚴重,不好,好,非常同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0141,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,不好,沒差,有點不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0142,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,沒差,不好,非常不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0143,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,沒差,沒差,有點不同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0144,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,好,不好,非常同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0145,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,不好,沒差,有點不同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0146,local_pragmatists,地方務實型選民,,base,skeptical,政黨對立太嚴重,不好,好,非常不同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0147,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,沒差,不好,非常不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0148,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,好,有點同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0149,local_pragmatists,地方務實型選民,,base,promoter,宗教團體對政治的影響力太大,好,沒差,非常同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0150,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,沒差,沒差,有點同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0151,local_pragmatists,地方務實型選民,,base,mainstream,新聞政治報導不公正,好,不好,有點不同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0152,local_pragmatists,地方務實型選民,,base,promoter,宗教團體對政治的影響力太大,不好,沒差,有點同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0153,local_pragmatists,地方務實型選民,,base,skeptical,政黨對立太嚴重,好,沒差,有點不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0154,local_pragmatists,地方務實型選民,,base,skeptical,新聞政治報導不公正,好,沒差,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0155,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,沒差,不好,有點不同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0156,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,好,不好,有點不同意,非常不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0157,local_pragmatists,地方務實型選民,,base,skeptical,宗教團體對政治的影響力太大,好,沒差,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0158,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,沒差,不好,非常同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0159,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,沒差,有點不同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0160,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,不好,非常不同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0161,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,好,好,非常同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0162,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,好,沒差,非常同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0163,local_pragmatists,地方務實型選民,,base,skeptical,政黨對立太嚴重,不好,不好,有點同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0164,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,沒差,好,有點同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0165,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,好,非常同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0166,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,沒差,好,有點同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0167,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,好,好,有點不同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0168,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,不好,有點同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0169,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,沒差,不好,有點同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0170,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,好,沒差,有點不同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
